省份,品种名称,亲本来源,类型,原产地,审定编号
广西,绿海优5号,绿海A×R5,籼型三系杂交稻,广西绿海种业有限公司,桂审稻2018058号
四　川,兆优6319,兆A×R6319,籼型三系杂交稻,海南神农基因科技股份有限公司,川审稻20206005
海南,泸优0658,泸206A×泸恢8258,籼型三系杂交稻,四川省农业科学院水稻高梁研究所,琼审稻2012016
海南,Ⅱ优128,Ⅱ-32A×广恢128,籼型三系杂交稻,广东省农业科学院水稻研究所,琼审稻1999004
广西,博优680,博A×测680,籼型三系杂交稻,广西博士园种业有限公司,桂审稻2006059号
海南,广8优5335,广8A×闽恢5335,籼型三系杂交稻,海南广陵高科实业有限公司等,琼审稻2018025
广西,金优2155,金23A×明恢2155,籼型三系杂交稻,福建省三明市农业科学研究所,桂审稻2004007号
海南,广星优青占,广星A×金星占,籼型三系杂交稻,广东鲜美种苗股份有限公司等,琼审稻2018024
海南,博Ⅱ优泰占,博ⅡA×泰占,籼型三系杂交稻,海南农乐南繁科技有限公司等,琼审稻2018023
广西,容两优7810,272S×容恢7810,籼型两系杂交稻,广西容县种子公司等,桂审稻2018057号
海南,谷优明占,谷丰A×双抗明占,籼型三系杂交稻,福建省三明市农业科学研究所等,琼审稻2012015
海南,珍桂占,珍桂矮1号×桂毕2号,籼型常规稻,海南省农科院水稻所,琼审稻1999003
海南,博Ⅱ优961,博ⅡA×R01,籼型三系杂交稻,广西博白县农业科学研究所,琼审稻1999002
广西,T优974,T98A×To974,籼型三系杂交稻,湖南省衡阳市农业科学研究所,桂审稻2004006号
广西,Ⅱ优4480,Ⅱ-32A×R4480,籼型三系杂交稻,湖南杂交水稻研究中心,桂审稻2001054号
广西,博优228,博A×R228,籼型三系杂交稻,博白县作物品种资源研究所,桂审稻2006058号
四　川,玉黄占,耐德1号×洁田稻001,籼型常规稻,仲衍种业股份有限公司等,川审稻20206004
广西,博优25,博A×测25,籼型三系杂交稻,广西大学农学院,桂审证字第140号
四　川,荣糯1号,糯优2号×千粒稻,籼型常规稻,四川农业大学等,川审稻20223002
海南,博Ⅱ优619,博ⅡA×隆恢619,籼型三系杂交稻,海南中农和盛科技有限公司,琼审稻2018022
四　川,忠香优雅禾,忠香A×雅禾,籼型三系杂交稻,成都天府农作物研究所等,川审稻20222009
四　川,川绿优907,川绿389A×川恢907,籼型三系杂交稻,四川省农业科学院生物技术核技术研究所等,川审稻20180013
海南,广超丝苗,凤联5×两特占,籼型常规稻,广东省农业科学院水稻研究所,琼审稻2007005
广西,博优679,博A×测679,籼型三系杂交稻,广西博士园种业有限公司,桂审稻2005024号
海南,Y两优143,Y58S×P143,籼型两系杂交稻,国家杂交水稻工程技术研究中心,琼审稻2012014
广西,T优463,T98A×To463,籼型三系杂交稻,袁隆平农业高科技股份有限公司江西种业分公司等,桂审稻2004005号
海南,特籼占25,特青2号×粳籼89,籼型常规稻,广东省佛山市农业科学研究所,琼审稻1999001
海南,Y两优3088,Y58S×弘恢3088,籼型两系杂交稻,广东海洋大学农学院等,琼审稻2016026
广西,特优1025,龙特甫A×桂1025,籼型三系杂交稻,广西杂交水稻研究中心,桂审稻200013号
广西,秋优623,秋A×R623,籼型三系杂交稻,广西南宁三益新品农业有限公司,桂审稻2006057号
海南,广超521,丰美占×广超丝苗,籼型常规稻,广东省农业科学院水稻研究所,琼审稻2007004
四　川,兴蓉丝苗,粤农丝苗×洁田稻001,籼型常规稻,仲衍种业股份有限公司等,川审稻20206003
四　川,川康优粤禾丝苗,川康606A×粤禾丝苗,籼型三系杂交稻,四川台沃种业有限责任公司等,川审稻20222008
广西,水辐17号,水芽156,籼型常规稻,广西柳州地区农业科学研究所,桂审证字第009号
广西,智优809,智A×屯恢809,籼型三系杂交稻,广西桂穗种业有限公司,桂审稻2018056号
广西,枝优25,枝A×测25,籼型三系杂交稻,广西大学,桂审证字第139号
海南,椰丰A,优ⅠA×椰丰B,籼型不育系,海南神农大丰种业育种中心,琼审稻2007017
四　川,荣紫糯,糯优2号×紫稻,籼型常规稻,四川农业大学等,川审稻20223001
四　川,忠香泰苗,忠香A×永泰恢2号,籼型三系杂交稻,西科农业集团股份有限公司,川审稻20206002
海南,广优4号,丛广41A×青六矮1号,籼型三系杂交稻,广东省农业科学院水稻研究所,琼审稻1998004
海南,Ⅱ优339,Ⅱ-32A×澄恢339,籼型三系杂交稻,澄迈金丰种业有限责任公司,琼审稻2016025
四　川,锦优1319,锦1A×蓉恢319,籼型三系杂交稻,成都市农林科学院作物研究所等,川审稻20180012
四　川,内香优2117,内香10A×雅恢2117,籼型三系杂交稻,内江杂交水稻科技开发中心等,川审稻20230017
海南,博Ⅱ优3050,博ⅡA×R3050,籼型三系杂交稻,海南金谷正丰农业科技有限公司,琼审稻2018021
四　川,千乡优5040,千乡955A×蜀恢5040,籼型三系杂交稻,仲衍种业股份有限公司等,川审稻20206001
四　川,蓉优528,蓉18A×冰恢528,籼型三系杂交稻,成都金卓农业股份有限公司等,川审稻20222076
海南,博Ⅱ优珍丝苗,博ⅡA×珍丝苗,籼型三系杂交稻,广东粤良种业有限公司,琼审稻2018020
海南,海丰糯1号,引自广西大学糯稻资源,籼型常规稻,海南省农业科学院粮食作物研究所,琼审稻2007016
广西,博优629,博A×中种恢629,籼型三系杂交稻,中国种子集团公司三亚分公司,桂审稻2006056号
广西,T优433,T98A×P433,籼型三系杂交稻,湖南省衡阳市农业科学研究所,桂审稻2004004号
广西,桂优糯,SLK2-2-3,籼型常规稻,广西农科院水稻所,桂审稻200012号
四　川,泓达优5218,泓达A×雅恢5218,籼型三系杂交稻,四川科瑞种业有限公司等,川审稻20222075
广西,中优66,中9A×R66,籼型三系杂交稻,中国水稻研究所,桂审稻2001053号
四　川,宜香优3159,宜香1A×宜恢3159,籼型三系杂交稻,宜宾市农业科学院,川审稻20180011
四　川,泰丰优5212,泰丰A×雅恢5212,籼型三系杂交稻,四川农业大学等,川审稻20230016
海南,川种7A,泸香618A×川种7B,籼型不育系,中国种子集团有限公司等,琼审稻2018019
广西,湘优402,湘8A×R402,籼型三系杂交稻,湖南省洪江先丰种业有限公司等,桂审稻2004003号
四　川,雅8优2115,雅8A×雅恢2115,籼型三系杂交稻,四川科瑞种业有限公司等,川审稻20222074
四　川,蜜优308,蜜香3A×蜀恢308,籼型三系杂交稻,四川农业大学等,川审稻20230015
广西,汕优905,珍汕97A×R905,籼型三系杂交稻,广西农业科学院水稻研究所,桂审稻200011号
海南,三培占1号,3027×培迪,籼型常规稻,海南省农科院粮作所,/
广西,云国1号,云玉糯×IR36,籼型常规稻,广西玉林地区农科所,桂审证字第135号
四　川,旌优505,旌11A×蜀恢505,籼型三系杂交稻,四川农业大学等,川审稻20220032
四　川,锦城优4245,锦城2A×宜恢4245,籼型三系杂交稻,宜宾市农业科学院等,川审稻20222007
海南,深优9594,深95A×R1394,籼型三系杂交稻,深圳市兆农农业科技有限公司等,琼审稻2016024
四　川,德粳7号,105B/苏粳19×02B,籼型常规稻,四川省农业科学院水稻高粱研究所等,川审稻20233001
海南,博Ⅱ优668,博ⅡA×神恢668,籼型三系杂交稻,海南神农大丰种业科技股份有限公司,琼审稻2007003
四　川,Z优281,Z2057A×川农恢281,籼型三系杂交稻,四川农业大学水稻研究所,川审稻20203002
海南,中优117,中9A×常恢117,籼型三系杂交稻,湖南金健种业有限责任公司等,琼审稻2012013
广西,广二104,广二矮5号,籼型常规稻,广州市农业科学研究所,桂审证字第006号
海南,博Ⅱ优1618,博ⅡA×中种恢1618,籼型三系杂交稻,中国种子集团有限公司三亚分公司,琼审稻2016023
四　川,蜀两优TR50,蜀香S×蜀恢TR50,籼型两系杂交稻,崇州市润丰种业育种技术中心等,川审稻20232035
广西,博优175,博A×玉恢175,籼型三系杂交稻,广西玉林地区农科所,桂审证字第134号
四　川,瑞优5001,瑞5A×瑞恢Z001,籼型三系杂交稻,四川科瑞种业有限公司,川审稻20222073
广西,灵丰891,灵丰A×屯恢891,籼型三系杂交稻,广西桂穗种业有限公司,桂审稻2018055号
四　川,资优281,Z3055A×川农恢281,籼型三系杂交稻,四川农业大学水稻研究所,川审稻20203001
四　川,川康优620,川康606A×南恢620,籼型三系杂交稻,南充市农业科学院等,川审稻20222006
广西,金优80,金23A×?,籼型三系杂交稻,湖南杂交水稻研究中心,桂审稻2001052号
广西,特优18,龙特甫A×玉18,籼型三系杂交稻,广西玉林市农业科学研究所,桂审证字第133号
海南,中泰优116,中泰A×R7116,籼型三系杂交稻,东方欧兰德农业科技有限公司等,琼审稻2020017
广西,陆两优28,陆18S×华28,籼型两系杂交稻,湖南亚华种业科学研究院,桂审稻2004002号
广西,广二石,广二109×打爆石,籼型常规稻,广州市农业科学研究所,桂审证字第004号
海南,博Ⅱ优1366,博ⅡA×R1366,籼型三系杂交稻,海南中农和盛科技有限公司,琼审稻2016022
海南,博Ⅱ优629,博ⅡA×中种恢629,籼型三系杂交稻,三亚中种种业有限公司,琼审稻2007002
广西,金优66,金23A×R66,籼型三系杂交稻,广西桂林市种子公司,桂审稻2001051号
海南,八桂占2号,88-89-3051×桂毕2号/芦大//桂大,籼型常规稻,海南省农科院粮作所,/
广西,闻香占,中繁21×桂青野,籼型常规稻,广西农科院水稻所,桂审稻200010号
四　川,福稻88,黄华占×广丰香8号,籼型常规稻,武汉隆福康农业发展有限公司,川审稻20230014
海南,玉香油占,TY36/IR100×IR100,籼型常规稻,广东省农业科学院水稻研究所,琼审稻2007015
海南,博Ⅱ优312,博ⅡA×广恢312,籼型三系杂交稻,广东省农业科学院水稻研究所等,琼审稻2007001
海南,琼香两优2号,琼香-1S×特籼占25,籼型两系杂交稻,海南省农业科学院粮食作物研究所,琼审稻2006015
海南,桂红占,七桂早25×大红,籼型常规稻,海南省农科院粮作所,/
海南,川绿优727,川绿389A×成恢727,籼型三系杂交稻,四川省农业科学院作物研究所,琼审稻2012012
广西,双桂1号,桂阳矮C17×桂朝2号,籼型常规稻,广东省农业科学院水稻研究所,桂审证字第003号
四　川,碧优4128,碧41A×西科恢2928,籼型三系杂交稻,西南科技大学水稻研究所,川审稻20232034
海南,赣优华宝占,赣73A×华宝占,籼型三系杂交稻,海南大学等,琼审稻2020016
海南,万两优香占,万金S×香占,籼型两系杂交稻,广东天弘种业有限公司等,琼审稻2012011
海南,七山占,七桂早25×桂山早,籼型常规稻,广东省农业科学院水稻研究所,/
海南,京福1优128,京福1A×广恢128,籼型三系杂交稻,海南省农科院粮食作物研究所,琼审稻2006014
广西,金优4480,金23A×R4480,籼型三系杂交稻,广西桂林市种子公司,桂审稻2001050号
广西,桂银占,粳籼89×湖南软米,籼型常规稻,广西壮族自治区农业科学院水稻研究所,桂审稻200009号
海南,隆晶优华宝,隆晶4302A×华宝,籼型三系杂交稻,湖南亚华种业科学研究院等,琼审稻2020015
四　川,德6优润禾,德66A×德恢润禾,籼型三系杂交稻,四川省农业科学院水稻高粱研究所,川审稻20220031
海南,嘉糯1优6号,嘉农wxA1×嘉糯恢6号,籼型三系杂交稻,福建农林大学作物遗传育种研究所,琼审稻2006013
海南,海文486S,湘陵628S×华占,籼型不育系,海南省农业科学院粮食作物研究所,琼审稻2020014
广西,马坝银占,七桂早25×银丝粘,籼型常规稻,广东省曲江县农业科学研究所,桂审稻2001049号
四　川,华元3优953,华元3A×博恢953,籼型三系杂交稻,四川科荟生物科技有限公司等,川审稻20232033
海南,福龙两优1031,福龙S2×龙恢1031,籼型两系杂交稻,龙岩市农业科学研究所,琼审稻2012010
广西,汕优36,珍汕97A×IR36,籼型三系杂交稻,广西平南县农科所,桂审证字第002号
四　川,蓉优184,蓉18A×SCR4,籼型三系杂交稻,四川省农业科学院水稻高粱研究所等,川审稻20180010
海南,优Ⅰ红香优33,优ⅠA×R36M,籼型三系杂交稻,广西象州黄氏水稻研究所,琼审稻2006012
海南,七桂矮1号,桂毕×七桂早25,籼型常规稻,海南省农科院粮作所,/
四　川,安香优丝苗,安香A×五山丝苗,籼型三系杂交稻,内江杂交水稻科技开发中心等,川审稻20220030
四　川,花优金丝苗,花香7A×金泰丝苗,籼型三系杂交稻,四川省农业科学院生物技术核技术研究所等,川审稻20220029
广西,桂丰6号,早丰2号,籼型常规稻,广西壮族自治区农业科学院水稻研究所,桂审稻2001048号
海南,博优64,博A×测64-7,籼型三系杂交稻,广西博白县农业科学研究所,琼审稻1990003
广西,汕优18,珍汕97A×玉18,籼型三系杂交稻,广西玉林地区农业科学研究所,桂审证字第132号
海南,明两优527,明香10S×蜀恢527,籼型两系杂交稻,福建省三明市农业科学研究所等,琼审稻2007014
广西,联育2号,K15×紫稻,籼型常规稻,广西农科院水稻所,桂审稻200008号
广西,汕优30选,珍汕97A×30选,籼型三系杂交稻,广西农业科学院水稻研究所,桂审证字第001号
四　川,盛泰优018,盛泰A×R018,籼型三系杂交稻,湖南洞庭高科种业股份有限公司等,川审稻20202019
四　川,惠和优566,惠和5A×蜀恢566,籼型三系杂交稻,四川农业大学,川审稻20222005
四　川,爽两优华占,爽1S×华占,籼型两系杂交稻,西科农业集团股份有限公司等,川审稻20216008
四　川,徽两优粤禾丝苗,1892S×粤禾丝苗,籼型两系杂交稻,西科农业集团股份有限公司等,川审稻20216007
四　川,爽两优111,爽1S×爽恢11,籼型两系杂交稻,西科农业集团股份有限公司等,川审稻20216006
四　川,兴农丰占,农丰202×洁田稻001,籼型常规稻,仲衍种业股份有限公司等,川审稻20216005
四　川,黄美占,富瑶美2号×洁田稻001,籼型常规稻,仲衍种业股份有限公司等,川审稻20216004
四　川,泸香优雅禾,泸香618A×雅禾,籼型三系杂交稻,四川鑫源种业有限公司等,川审稻20232032
海南,东丰A,炳1A×东丰B,籼型不育系,三亚永丰红南繁种业有限公司,琼审稻2018018
海南,特优明占,龙特甫A×双抗明占,籼型三系杂交稻,三明市农业科学研究所等,琼审稻2012009
四　川,早香优538,早香A×蜀恢538,籼型三系杂交稻,内江杂交水稻科技开发中心等,川审稻20222072
四　川,德优五山,德香074A×五山丝苗,籼型三系杂交稻,西科农业集团股份有限公司等,川审稻20216003
四　川,川优7919,川317A×绵恢919,籼型三系杂交稻,四川垦丰种业有限公司等,川审稻20180009
