省份,品种名称,亲本来源,类型,原产地,审定编号,审定方,审定序号,母本,审定公司
广东,隆8优丝苗,隆8A×黄粤丝苗,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,粤审稻20190076,粤审稻,20190076,隆8A,袁隆平农业高科技股份有限公司
广东,深两优828,深08S×R6228,籼型两系杂交稻,深圳市兆农农业科技有限公司,粤审稻2016051,粤审稻,2016051,深08S,深圳市兆农农业科技有限公司
广东,博优7160,博A×R7160,籼型三系杂交稻,肇庆市农业科学研究所等,粤审稻2008057,粤审稻,2008057,博A,肇庆市农业科学研究所
广东,博优6636,博A×中种恢6636,籼型三系杂交稻,三亚中种种业有限公司,粤审稻2008056,粤审稻,2008056,博A,三亚中种种业有限公司
湖北,培两优3076,培矮64S×R3076,籼型两系杂交稻,湖北省农业科学院粮食作物研究所,鄂审稻2006004,鄂审稻,2006004,培矮64S,湖北省农业科学院粮食作物研究所
广东,玉晶软占,玉晶占×黄莉占/粤广丝苗,籼型常规稻,广东省农业科学院水稻研究所,粤审稻2014022,粤审稻,2014022,玉晶占,广东省农业科学院水稻研究所
广东,中9优115,中9A×R115,籼型三系杂交稻,广东省农作物杂种优势开发利用中心等,粤审稻2008055,粤审稻,2008055,中9A,广东省农作物杂种优势开发利用中心
广东,华优16,Y华农A×R16,籼型三系杂交稻,广东省农作物杂种优势开发利用中心等,粤审稻2008054,粤审稻,2008054,Y华农A,广东省农作物杂种优势开发利用中心
广东,中9优601,中9A×R601,籼型三系杂交稻,海南神农大丰种业科技股份有限公司,粤审稻2008053,粤审稻,2008053,中9A,海南神农大丰种业科技股份有限公司
广东,广泰优611,广泰A×恢611,籼型三系杂交稻,广东天弘种业有限公司等,粤审稻20230044,粤审稻,20230044,广泰A,广东天弘种业有限公司
广东,宏优619,宏A×R619,籼型三系杂交稻,湛江神禾生物技术有限公司,粤审稻2008052,粤审稻,2008052,宏A,湛江神禾生物技术有限公司
广东,博优双青,博A×信恢双青,籼型三系杂交稻,信宜市农业科学研究所,粤审稻2008051,粤审稻,2008051,博A,信宜市农业科学研究所
广东,七黄占5号,七粳占×黄丝占,籼型常规稻,广州市农业科学研究院、广州乾农农业科技发展有限公司,粤审稻20210038,粤审稻,20210038,七粳占,广州市农业科学研究院、广州乾农农业科技发展有限公司
湖北,粤优9号,粤泰A×珞恢9号,籼型三系杂交稻,武汉大学生命科学学院,鄂审稻2006003,鄂审稻,2006003,粤泰A,武汉大学生命科学学院
广东,天优103,天丰A×金恢103,籼型三系杂交稻,广东省金稻种业有限公司,粤审稻2006061,粤审稻,2006061,天丰A,广东省金稻种业有限公司
广东,群优196,群A×泰196,籼型三系杂交稻,广东源泰农业科技有限公司,粤审稻20200046,粤审稻,20200046,群A,广东源泰农业科技有限公司
湖北,A优442,A4A×GR442,籼型三系杂交稻,黄冈市农业科学院,鄂审稻2015016,鄂审稻,2015016,A4A,黄冈市农业科学院
广东,金丝优晶占,金丝A×金晶占,籼型三系杂交稻,广东天之源农业科技有限公司,粤审稻20230043,粤审稻,20230043,金丝A,广东天之源农业科技有限公司
广东,华优651,Y华农A×R651,籼型三系杂交稻,广东农作物杂种优势开发利用中心等,粤审稻2006024,粤审稻,2006024,Y华农A,广东农作物杂种优势开发利用中心
广东,谷优1263,谷丰A×弘优1263,籼型三系杂交稻,广东天弘种业有限公司等,粤审稻2016050,粤审稻,2016050,谷丰A,广东天弘种业有限公司
广东,中映优161,中映A×恒恢161,籼型三系杂交稻,广东现代耕耘种业有限公司,粤审稻20190062,粤审稻,20190062,中映A,广东现代耕耘种业有限公司
广东,玖两优黄莉占,33S×黄莉占,籼型两系杂交稻,湖南隆平种业有限公司等,粤审稻20190075,粤审稻,20190075,33S,湖南隆平种业有限公司
广东,南13优698,南13A×R698,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻20230042,粤审稻,20230042,南13A,广东省农业科学院水稻研究所
广东,协禾优1036,协禾A×广恢1036,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻20230041,粤审稻,20230041,协禾A,广东省农业科学院水稻研究所
湖北,魅两优黄丝苗,魅051S×黄丝苗,籼型两系杂交稻,湖北华之夏种子有限责任公司,鄂审稻20200065,鄂审稻,20200065,魅051S,湖北华之夏种子有限责任公司
广东,双黄占,黄广软占×黄广华占1号,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20210037,粤审稻,20210037,黄广软占,广东省农业科学院水稻研究所
广东,珍优9822,珍丰A×粤恢9822,籼型三系杂交稻,广州南国农业有限公司,粤审稻2015054,粤审稻,2015054,珍丰A,广州南国农业有限公司
广东,粤杂2004,GD-1S×MR2004,籼型两系杂交稻,广东华茂高科种业有限公司,粤审稻2004015,粤审稻,2004015,GD-1S,广东华茂高科种业有限公司
广东,银丰优华占,银丰A×华占,籼型三系杂交稻,广东粤良种业有限公司等,粤审稻2014021,粤审稻,2014021,银丰A,广东粤良种业有限公司
湖北,两优1528,15S×Q28,籼型两系杂交稻,湖北省农业科学院粮食作物研究所等,鄂审稻2009007,鄂审稻,2009007,15S,湖北省农业科学院粮食作物研究所
广东,培杂88,培矮64S×航恢88,籼型两系杂交稻,华南农业大学植物航天育种研究中心,粤审稻2006060,粤审稻,2006060,培矮64S,华南农业大学植物航天育种研究中心
湖北,郢香丝苗,YR0822×鄂丰丝苗/美香占2号,籼型常规稻,湖北荃银高科种业有限公司,鄂审稻20210065,鄂审稻,20210065,YR0822,湖北荃银高科种业有限公司
湖北,甬优8号,甬粳3号A×K6876,粳型三系杂交稻,宁波市农业科学研究院作物研究所等,鄂审稻2007018,鄂审稻,2007018,甬粳3号A,宁波市农业科学研究院作物研究所
广东,恒丰优3550,恒丰A×R3550,籼型三系杂交稻,湛江市农业科学研究院等,粤审稻2015053,粤审稻,2015053,恒丰A,湛江市农业科学研究院
广东,象竹香丝苗,竹稻7号×象牙香占,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20210036,粤审稻,20210036,竹稻7号,广东省农业科学院水稻研究所
广东,荣优390,荣丰A×广恢390,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻2008050,粤审稻,2008050,荣丰A,广东省农业科学院水稻研究所
广东,Y两优098,Y58S×G098,籼型两系杂交稻,广东天之源农业科技有限公司,粤审稻20190061,粤审稻,20190061,Y58S,广东天之源农业科技有限公司
广东,广泰优天弘丝苗,广泰A×天弘丝苗,籼型三系杂交稻,广东天弘种业有限公司等,粤审稻20190060,粤审稻,20190060,广泰A,广东天弘种业有限公司
广东,万金优366,万金A×恢366,籼型三系杂交稻,广东海洋大学农学院等,粤审稻2015052,粤审稻,2015052,万金A,广东海洋大学农学院
广东,金稻优618,金稻13A×广恢618,籼型三系杂交稻,广东省农业科学院水稻研究所等,粤审稻2015051,粤审稻,2015051,金稻13A,广东省农业科学院水稻研究所
广东,悦两优8549,华悦468S×华恢8549,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,粤审稻20230040,粤审稻,20230040,华悦468S,袁隆平农业高科技股份有限公司
广东,华优665,Y华农A×R665,籼型三系杂交稻,广东农作物杂种优势开发利用中心等,粤审稻2006023,粤审稻,2006023,Y华农A,广东农作物杂种优势开发利用中心
湖北,C两优396,C815S×R396,籼型两系杂交稻,湖南农业大学水稻科学研究所,鄂审稻2009006,鄂审稻,2009006,C815S,湖南农业大学水稻科学研究所
广东,隆优丝苗,隆香634A×黄粤丝苗,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,粤审稻20190074,粤审稻,20190074,隆香634A,袁隆平农业高科技股份有限公司
广东,二广香占3号,五广占×广丰香8号,籼型常规稻,广州市农业科学研究院等,粤审稻20200069,粤审稻,20200069,五广占,广州市农业科学研究院
广东,恒丰优油香,恒丰A×广恢油香,籼型三系杂交稻,中国农业科学院深圳农业基因组研究所等,粤审稻20210035,粤审稻,20210035,恒丰A,中国农业科学院深圳农业基因组研究所
广东,Ⅱ优916,Ⅱ-32A×R916,籼型三系杂交稻,海南神农大丰种业科技股份有限公司,粤审稻2015050,粤审稻,2015050,Ⅱ-32A,海南神农大丰种业科技股份有限公司
广东,深香优6615,深香A×R6615,籼型三系杂交稻,深圳市兆农农业科技有限公司,粤审稻20220080,粤审稻,20220080,深香A,深圳市兆农农业科技有限公司
广东,特优7116,龙特浦A×R7116,籼型三系杂交稻,紫金兆农两系杂交水稻研发中心,粤审稻2014020,粤审稻,2014020,龙特浦A,紫金兆农两系杂交水稻研发中心
广东,天优428,天丰A×广恢428,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻2006022,粤审稻,2006022,天丰A,广东省农业科学院水稻研究所
湖北,广两优香66,广占63-4S×香恢66,籼型两系杂交稻,湖北省农业技术推广总站等,鄂审稻2009005,鄂审稻,2009005,广占63-4S,湖北省农业技术推广总站
广东,航1两优1378,航1S×航恢1378,籼型两系杂交稻,国家植物航天育种工程技术研究中心（华南农业大学）,粤审稻20230039,粤审稻,20230039,航1S,国家植物航天育种工程技术研究中心（华南农业大学）
湖北,荃晶丝苗,五山丝苗×鄂丰丝苗,籼型常规稻,湖北荃银高科种业有限公司,鄂审稻20210064,鄂审稻,20210064,五山丝苗,湖北荃银高科种业有限公司
广东,隆优1212,隆香634A×R1212,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,粤审稻20190073,粤审稻,20190073,隆香634A,袁隆平农业高科技股份有限公司
广东,广泰优秋占,广泰A×秋占,籼型三系杂交稻,广东天弘种业有限公司等,粤审稻20190059,粤审稻,20190059,广泰A,广东天弘种业有限公司
湖北,黄华占,黄新占×丰华占,籼型常规稻,广东省农业科学院水稻研究所,鄂审稻2007017,鄂审稻,2007017,黄新占,广东省农业科学院水稻研究所
广东,天优382,天丰A×广恢382,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻2008049,粤审稻,2008049,天丰A,广东省农业科学院水稻研究所
广东,中泰优玉占,中泰A×粤恢玉占,籼型三系杂交稻,广东省农业科学院植物保护研究所等,粤审稻20230038,粤审稻,20230038,中泰A,广东省农业科学院植物保护研究所
广东,金隆优018,金隆A×DDL-018,籼型三系杂交稻,广州市金粤生物科技有限公司,粤审稻20230037,粤审稻,20230037,金隆A,广州市金粤生物科技有限公司
广东,谷优460,谷丰A×弘恢460,籼型三系杂交稻,广东天弘种业有限公司等,粤审稻20190058,粤审稻,20190058,谷丰A,广东天弘种业有限公司
广东,兴两优3089,兴农S×弘恢3089,籼型两系杂交稻,广东天弘种业有限公司,粤审稻20190057,粤审稻,20190057,兴农S,广东天弘种业有限公司
广东,韵两优633,韵2013S×R633,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,粤审稻20190072,粤审稻,20190072,韵2013S,袁隆平农业高科技股份有限公司
广东,昌盛优粤农丝苗,昌盛843A×粤农丝苗,籼型三系杂交稻,北京金色农华种业科技股份有限公司等,粤审稻20190071,粤审稻,20190071,昌盛843A,北京金色农华种业科技股份有限公司
广东,软华优金丝,G软华A×金丝占,籼型三系杂交稻,广东华农大种业有限公司等,粤审稻20200068,粤审稻,20200068,G软华A,广东华农大种业有限公司
广东,Y两优087,Y58S×R087,籼型两系杂交稻,南宁市沃德农作物研究所等,粤审稻2015049,粤审稻,2015049,Y58S,南宁市沃德农作物研究所
广东,增香优南香占,增香A×南香占,籼型三系杂交稻,广东华农大种业有限公司,粤审稻20220079,粤审稻,20220079,增香A,广东华农大种业有限公司
广东,天弘优1214,天弘A×恢1214,籼型三系杂交稻,广东海洋大学等,粤审稻20230036,粤审稻,20230036,天弘A,广东海洋大学
广东,Y两优7号,Y58S×R163,籼型两系杂交稻,湖南杂交水稻研究中心,粤审稻2014019,粤审稻,2014019,Y58S,湖南杂交水稻研究中心
湖北,泸香优8691,泸香618A×R3691,籼型三系杂交稻,湖北荆楚种业股份有限公司等,鄂审稻2015015,鄂审稻,2015015,泸香618A,湖北荆楚种业股份有限公司
广东,天优2168,天丰A×广恢2168,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻2006021,粤审稻,2006021,天丰A,广东省农业科学院水稻研究所
广东,双桂1号,桂阳矮C17×桂朝2号,籼型常规稻,广东省农业科学院水稻研究所,粤审稻1983001,粤审稻,1983001,桂阳矮C17,广东省农业科学院水稻研究所
湖北,皖稻153,1892S×RH003,籼型两系杂交稻,安徽省农业科学院水稻研究所,鄂审稻2009004,鄂审稻,2009004,1892S,安徽省农业科学院水稻研究所
广东,五优308,五丰A×广恢308,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻2006059,粤审稻,2006059,五丰A,广东省农业科学院水稻研究所
广东,和两优312,和620S×R5312,籼型两系杂交稻,广东兆华种业有限公司,粤审稻2015048,粤审稻,2015048,和620S,广东兆华种业有限公司
广东,永丰优8653,永丰A×R8653,籼型三系杂交稻,广东粤良种业有限公司,粤审稻2016049,粤审稻,2016049,永丰A,广东粤良种业有限公司
湖北,Ⅱ优1104,Ⅱ-32A×R1104,籼型三系杂交稻,定远双丰农业科学研究中心,鄂审稻2009003,鄂审稻,2009003,Ⅱ-32A,定远双丰农业科学研究中心
湖北,鄂香丝苗,鄂丰丝苗×美香占2号,籼型常规稻,湖北荃银高科种业有限公司,鄂审稻20210063,鄂审稻,20210063,鄂丰丝苗,湖北荃银高科种业有限公司
广东,玉两优红宝,玉S×银红宝,籼型两系杂交稻,广东省农业科学院水稻研究所等,粤审稻2014018,粤审稻,2014018,玉S,广东省农业科学院水稻研究所
广东,五丰优2168,五丰A×广恢2168,籼型三系杂交稻,广东省农业科学院水稻研究所等,粤审稻2008048,粤审稻,2008048,五丰A,广东省农业科学院水稻研究所
广东,博Ⅱ优青占,博ⅡA×金青占,籼型三系杂交稻,广东鲜美种苗股份有限公司,粤审稻20190056,粤审稻,20190056,博ⅡA,广东鲜美种苗股份有限公司
广东,深95优华占,深95A×华占,籼型三系杂交稻,江西先农种业有限公司等,粤审稻2014017,粤审稻,2014017,深95A,江西先农种业有限公司
广东,广10优2156,广10A×内香恢2156,籼型三系杂交稻,广东省农业科学院水稻研究所等,粤审稻20200067,粤审稻,20200067,广10A,广东省农业科学院水稻研究所
广东,恒丰优粤禾丝苗,恒丰A×粤禾丝苗,籼型三系杂交稻,清远市农业科技推广服务中心（清远市农业科学研究所）等,粤审稻20190070,粤审稻,20190070,恒丰A,清远市农业科技推广服务中心（清远市农业科学研究所）
